date,season,location,time,reef_zone,lat,lon,reef_name,reef,Fistularia commersonii,fish,abundance,size,visibility,temp,comments,Distribution,a,b,first_maturity, reef_fidelity,comments
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Pomadasys stridens,1,3,12,,23,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Pomadasys stridens,1,7,7,,23,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,4,12,,23,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,20,14,,23,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,24,14,,23,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Pterois miles,1,1,6,,23,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Sargocentron rubrum,1,2,15,,23,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Sargocentron rubrum,1,1,10,,23,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Sargocentron rubrum,1,2,12,,23,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Sargocentron rubrum,1,1,15,,23,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Sargocentron rubrum,1,2,17,,23,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Scorpaena maderensis,1,1,6,,23,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,5,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,8,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,7,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,6,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,6,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,20,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,12,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,20,8,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,10,14,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,10,12,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Siganus rivulatus,1,10,8,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,2,6,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,1,6,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,1,10,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,3,10,,23,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Stephanolepis diaspros,1,9,4,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Stephanolepis diaspros,1,1,6,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Stephanolepis diaspros,1,5,5,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Stephanolepis diaspros,1,2,3,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Stephanolepis diaspros,1,3,5,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,5,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,30,3,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,2,4,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,7,,23,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Thalassoma pavo,1,1,4,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Thalassoma pavo,1,2,8,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,2,8,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,4,5,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,4,5,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:00,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,2,8,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Thalassoma pavo,1,2,8,,23,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Trachrus sp.,1,1000,12,,23,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
14/11/2018,Fall,sdot_yam,12:50,bloks,32.500896,34.880688,Tetis,AR - 4,Trachrus sp.,1,300,14,,23,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Upeneus pori,1,30,8,,23,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,10:20,bloks,32.494633,34.877960,Medussa,AR - 1,Upeneus pori,1,100,12,,23,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
14/11/2018,Fall,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Upeneus pori,1,4,4,,23,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Alepes djedaba,1,4,12,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Alepes djedaba,1,8,15,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Alepes djedaba,1,4,12,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Alepes djedaba,1,2,20,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Alepes djedaba,1,1,15,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Alepes djedaba,1,1,16,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Alepes djedaba,1,1,15,,22,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,4,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,3,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,9,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,7,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,3,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,7,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,8,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Apogonichthyoides pharaonis,1,30,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Apogonichthyoides pharaonis,1,30,8,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,1,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,3,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,1,8,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,20,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,15,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,6,10,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Boops boops,1,2000,8,,22,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Boops boops,1,500,10,,22,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Boops boops,1,700,12,,22,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,3000,12,,22,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Caranx crysos,1,7,15,,22,,Eastern Atlantic - Mediterranean,0.02,2.96,18,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Caranx crysos,1,2,8,,22,,Eastern Atlantic - Mediterranean,0.02,2.96,18,Occasional, high-mobility species
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Cheilodipterus novemstriatus,1,4,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Cheilodipterus novemstriatus,1,9,4,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Cheilodipterus novemstriatus,1,1,3,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,1,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,3,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,9,5,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Cheilodipterus novemstriatus,1,20,3,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Cheilodipterus novemstriatus,1,4,6,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Cheilodipterus novemstriatus,1,3,8,,22,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Chromis chromis,1,3,5,,22,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Diplodus vulgaris,1,1,12,,22,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Diplodus vulgaris,1,1,8,,22,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus aeneus,1,1,20,,22,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus aeneus,1,1,80,,22,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Epinephelus aeneus,1,1,90,,22,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Epinephelus aeneus,1,1,75,,22,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus costae,1,1,35,,22,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus costae,1,1,30,,22,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus marginatus,1,1,18,,22,,Eastern Atlantic - Mediterranean,0.0089,3.12,53.9,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Fistularia commersonii,1,3,20,,22,,Indo-Pacific,0.0112,2.54,68.2,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Fistularia commersonii,1,1,20,,22,,Indo-Pacific,0.0112,2.54,68.2,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Gobius bucchichi,1,1,8,,22,,Eastern Atlantic - Mediterranean,NA,NA,3.4,Resident ,Species showing high reef-fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Herklotsichthys punctatus,1,1000,6,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Herklotsichthys punctatus,1,300,8,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Herklotsichthys punctatus,1,500,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Herklotsichthys punctatus,1,50,13,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Herklotsichthys punctatus,1,50,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Herklotsichthys punctatus,1,150,8,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Herklotsichthys punctatus,1,50,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Parupeneus forskalii,1,2,7,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Parupeneus forskalii,1,3,6,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Parupeneus forskalii,1,1,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Parupeneus forskalii,1,3,6,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,1,20,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,20,5,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,6,8,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,4,20,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,20,8,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,5,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,4,12,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:40,bloks,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,10,6,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Parupeneus forskalii,1,1,12,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Parupeneus forskalii,1,10,8,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Parupeneus forskalii,1,20,10,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,11:00,bloks,32.494633,34.877960,Medussa,AR - 1,Parupeneus forskalii,1,30,4,,22,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,13:20,bloks,32.500896,34.880688,Tetis,AR - 4,Plotosus lineatus,1,500,8,,22,,Indo-Pacific,0.0081,3.12,14,Transient ,species showing low reef- fidelity
27/11/2018,Fall,sdot_yam,12:35,bloks,32.499030,34.880200,Athena,AR - 3,Plotosus lineatus,1,30,12,,22,,Indo-Pacific,0.0081,3.12,14,Transient ,species showing low reef- fidelity
